X;GED;Multi-Scale
8112;1;4
8113;1;4
8114;0;4
8115;1;6
8116;1;4
8117;1;4
8118;0;6
8119;2;4
8120;0;3
8121;1;3
8122;0;4
8123;0;4
8124;1;6
8125;1;7
8126;1;3
8127;0;5
8128;1;4
8129;0;3
8130;0;4
8131;1;8
8132;0;4
8133;1;3
8134;1;5
8135;1;4
8136;0;3
8137;0;4
8138;1;5
8139;0;4
8140;1;4
8141;0;4
8142;1;5
8143;0;4
8144;1;4
8145;1;5
8146;0;5
8147;1;4
8148;0;4
8149;0;4
8150;1;6
8151;0;5
8152;0;3
8153;1;4
8154;1;6
8155;1;6
8156;0;4
8157;1;4
8158;1;4
8159;0;3
8160;1;4
8161;21;8
8162;1;4
8163;1;6
8164;21;5
8165;1;6
8166;0;3
8167;1;3
8168;0;5
8169;0;3
8170;1;3
8171;1;6
8172;1;3
8173;0;3
8174;0;3
8175;1;4
8176;0;4
8177;1;6
8178;1;4
8179;0;4
8180;0;4
8181;0;4
8182;1;5
8183;0;4
8184;0;4
8185;1;5
8186;1;5
8187;1;6
8188;1;6
8189;0;4
8190;0;4
8191;1;6
8192;0;4
8193;1;3
8194;21;20
8195;1;4
8196;0;6
8197;1;4
8198;0;6
8199;1;4
8200;0;4
8201;0;3
8202;1;4
8203;1;6
8204;22;5
8205;0;4
8206;0;4
8207;1;4
8208;0;7
8209;1;4
8210;0;4
8211;1;4
8212;0;5
8213;1;4
8214;0;4
8215;1;4
8216;1;6
8217;0;5
8218;0;4
8219;0;5
8220;1;4
8221;0;7
8222;1;6
8223;21;7
8224;0;4
8225;1;4
8226;1;4
8227;0;4
8228;1;4
8229;0;4
8230;0;5
8231;1;4
8232;1;4
8233;1;4
8234;0;4
8235;1;7
8236;0;4
8237;0;4
8238;0;7
8239;21;5
8240;1;5
8241;0;6
8242;21;7
8243;1;6
8244;0;5
8245;0;4
8246;0;4
8247;1;4
8248;0;3
8249;0;5
8250;1;4
8251;0;4
8252;0;4
8253;1;4
8254;0;4
8255;0;4
8256;0;4
8257;1;4
8258;0;4
8259;0;4
8260;1;4
8261;0;4
8262;0;5
8263;0;4
8264;1;4
8265;0;4
8266;0;4
8267;0;4
8268;0;4
8269;0;4
8270;0;5
8271;0;5
8272;1;4
8273;0;4
8274;0;4
8275;0;4
8276;0;4
8277;0;4
8278;0;4
8279;1;4
8280;0;5
8281;1;4
8282;0;5
8283;1;4
8284;0;5
8285;1;4
8286;0;5
8287;0;4
8288;1;4
8289;1;4
8290;0;4
8291;0;4
8292;1;5
8293;0;4
8294;0;4
8295;0;4
8296;1;4
8297;0;5
8298;0;3
8299;1;4
8300;0;4
8301;1;4
8302;1;4
8303;0;4
8304;0;4
8305;1;4
8306;0;5
8307;1;4
8308;0;4
8309;0;4
8310;0;4
8311;0;5
8312;0;4
8313;1;4
8314;0;4
8315;0;6
8316;1;4
8317;0;4
8318;0;5
8319;1;4
8320;0;4
8321;0;4
8322;0;4
8323;1;4
8324;0;4
8325;0;4
8326;1;4
8327;0;5
8328;0;4
8329;1;5
8330;0;5
8331;0;4
8332;1;5
8333;0;4
8334;0;4
8335;0;4
8336;0;4
8337;0;5
8338;0;4
8339;0;5
8340;1;4
8341;0;5
8342;0;4
8343;0;4
8344;1;4
8345;0;4
8346;0;5
8347;0;1
8348;1;5
8349;0;4
8350;0;5
8351;1;4
8352;0;4
8353;0;5
8354;0;4
8355;1;4
8356;0;5
8357;0;4
8358;0;4
8359;1;4
8360;0;5
8361;0;4
8362;0;4
8363;0;4
8364;1;4
8365;0;5
8366;0;4
8367;0;4
8368;1;4
8369;0;4
8370;0;4
8371;0;4
8372;0;4
8373;1;5
8374;0;4
8375;1;5
8376;0;4
8377;1;5
8378;1;5
8379;0;4
8380;0;6
8381;1;5
8382;0;4
8383;0;4
8384;0;4
8385;1;4
8386;0;4
8387;0;5
8388;1;4
8389;0;4
8390;0;4
8391;0;4
8392;1;4
8393;0;4
8394;397;8
8395;1;5
8396;1;4
8397;2;4
8398;23;22
8399;1;5
8400;1;5
8401;1;5
8402;23;5
8403;22;4
8404;23;23
8405;1;7
8406;22;23
8407;1;5
8408;1;5
8409;1;5
8410;1;5
8411;1;5
8412;1;5
8413;1;5
8414;1;4
8415;23;22
8416;1;5
8417;0;4
8418;1;4
8419;1;5
8420;22;4
8421;405;7
8422;1;6
8423;1;5
8424;23;22
8425;24;5
8426;1;5
8427;1;5
8428;1;5
8429;1;5
8430;22;5
8431;415;5
8432;21;24
8433;1;4
8434;21;4
8435;1;5
8436;1;5
8437;21;6
8438;1;5
8439;21;8
8440;0;6
8441;2;4
8442;0;5
8443;21;7
8444;21;21
8445;1;5
8446;1;4
8447;2;6
8448;23;22
8449;1;5
8450;1;6
8451;0;5
8452;22;23
8453;2;5
8454;1;5
8455;23;9
8456;1;5
8457;2;5
8458;23;22
8459;23;5
8460;1;5
8461;25;5
8462;1;7
8463;1;5
8464;2;5
8465;23;5
8466;417;5
8467;1;5
8468;1;4
8469;23;5
8470;1;5
8471;22;23
8472;1;5
8473;1;4
8474;1;5
8475;398;5
8476;1;5
8477;1;6
8478;2538;5
8479;22;8
8480;1;5
8481;1;6
8482;1;7
8483;1;5
8484;22;6
8485;22;5
8486;21;5
8487;1;5
8488;1;4
8489;24;22
8490;401;5
8491;22;10
8492;1;5
8493;22;22
8494;1;5
8495;21;23
8496;1;5
8497;1;5
8498;23;5
8499;1;5
8500;1;4
8501;22;22
8502;1;6
8503;1;5
8504;2;7
8505;22;5
8506;404;349
8507;1;6
8508;21;22
8509;1;5
8510;1;5
8511;1;5
8512;0;5
8513;1;5
8514;1;5
8515;1;5
8516;1;5
8517;1;8
8518;1;6
8519;1;5
8520;1;5
8521;23;7
8522;2475;5
8523;1;5
8524;1;5
8525;1;8
8526;411;6
8527;1;5
8528;0;9
8529;422;6
8530;1;5
8531;407;6
8532;22;22
8533;22;22
8534;1;5
8535;1;5
8536;2;5
8537;23;5
8538;1;5
8539;1;5
8540;1;5
8541;1;7
8542;1;5
8543;1;6
8544;411;5
8545;0;5
8546;0;5
8547;1;8
8548;0;5
8549;1;7
8550;1;5
8551;0;6
8552;22;9
8553;1;5
8554;0;5
8555;1;5
8556;21;10
8557;1;6
8558;1;4
8559;1;5
8560;0;8
8561;0;8
8562;2;8
8563;0;5
8564;1;4
8565;1;5
8566;1;8
8567;0;5
8568;20;9
8569;1;5
8570;0;5
8571;1;6
8572;0;9
8573;1;6
8574;1;5
8575;0;5
8576;1;5
8577;1;5
8578;1;6
8579;1;8
8580;1;5
8581;0;5
8582;0;5
8583;1;5
8584;0;6
8585;1;10
8586;1;9
8587;0;5
8588;0;5
8589;1;6
8590;1;5
8591;1;8
8592;21;9
8593;21;11
8594;1;5
8595;1;5
8596;0;5
8597;1;8
8598;0;8
8599;0;8
8600;1;5
8601;0;5
8602;1;5
8603;1;5
8604;1;5
8605;0;5
8606;1;5
8607;0;5
8608;0;6
8609;1;4
8610;21;22
8611;1;5
8612;1;6
8613;0;5
8614;1;5
8615;0;6
8616;0;6
8617;1;10
8618;1;8
8619;0;5
8620;22;8
8621;1;5
8622;0;5
8623;1;5
8624;1;6
8625;0;5
8626;0;5
8627;1;5
8628;1;6
8629;1;5
8630;0;5
8631;0;5
8632;0;8
8633;1;9
8634;1;8
8635;0;5
8636;0;5
8637;1;5
8638;1;5
8639;0;5
8640;1;5
8641;1;7
8642;21;6
8643;0;5
8644;0;8
8645;1;5
8646;0;5
8647;0;5
8648;0;5
8649;0;5
8650;0;5
8651;0;6
8652;1;5
8653;0;5
8654;21;9
8655;0;5
8656;1;5
8657;0;5
8658;1;7
8659;0;5
8660;1;5
8661;0;5
8662;1;5
8663;1;5
8664;0;9
8665;0;5
8666;1;6
8667;21;8
8668;1;6
8669;1;6
8670;0;5
8671;1;5
8672;0;5
8673;1;6
8674;1;6
8675;0;5
8676;1;8
8677;1;5
8678;0;6
8679;0;5
8680;1;6
8681;0;8
8682;1;5
8683;0;6
8684;1;5
8685;0;5
8686;1;6
8687;1;5
8688;0;5
8689;1;5
8690;0;7
8691;1;8
8692;0;9
8693;1;5
8694;0;5
8695;1;5
8696;0;6
8697;1;5
8698;0;6
8699;0;5
8700;0;5
8701;2;6
8702;1;5
8703;1;5
8704;0;6
8705;1;6
8706;0;5
8707;1;6
8708;1;5
8709;1;6
8710;1;5
8711;1;6
8712;0;5
8713;1;6
8714;0;8
8715;1;6
8716;4;5
8717;0;5
8718;1;5
8719;0;5
8720;0;6
8721;1;5
8722;0;5
8723;1;6
8724;0;5
8725;1;5
8726;1;6
8727;0;5
8728;0;9
8729;1;6
8730;20;5
8731;1;6
8732;1;5
8733;0;6
8734;1;5
8735;1;6
8736;1;5
8737;0;6
8738;1;6
8739;1;9
8740;1;6
8741;0;6
8742;2;6
8743;0;5
8744;1;6
8745;1;6
8746;0;6
8747;0;5
8748;1;6
8749;0;6
8750;1;5
8751;1;6
8752;0;5
8753;0;6
8754;0;6
8755;0;5
8756;1;5
8757;0;6
8758;1;6
8759;1;5
8760;0;6
8761;0;6
8762;1;6
8763;0;5
8764;22;24
8765;22;22
8766;0;6
8767;23;23
8768;0;6
8769;1;6
8770;22;22
8771;0;6
8772;1;6
8773;1;5
8774;1;5
8775;0;6
8776;1;5
8777;1;6
8778;1;6
8779;0;5
8780;1;6
8781;0;6
8782;1;6
8783;1;5
8784;0;6
8785;1;7
8786;1;6
8787;0;5
8788;1;6
8789;0;6
8790;1;5
8791;22;6
8792;0;5
8793;1;6
8794;1;6
8795;22;9
8796;0;6
8797;1;8
8798;0;5
8799;1;6
8800;0;6
8801;1;6
8802;1;6
8803;1;6
8804;0;5
8805;1;6
8806;0;6
8807;1;6
8808;0;5
8809;1;8
8810;0;6
8811;1;5
8812;0;6
8813;0;5
8814;1;6
8815;1;5
8816;0;6
8817;1;6
8818;1;6
8819;0;5
8820;1;6
8821;0;6
8822;0;5
8823;2;6
8824;0;6
8825;0;6
8826;0;6
8827;1;7
8828;0;7
8829;1;6
8830;0;6
8831;1;6
8832;0;5
8833;1;7
8834;0;6
8835;1;6
8836;0;6
8837;0;6
8838;1;5
8839;0;5
8840;1;6
8841;1;6
8842;0;5
8843;1;5
8844;1;6
8845;1;6
8846;1;6
8847;0;7
8848;1;6
8849;0;6
8850;1;5
8851;0;5
8852;1;7
8853;1;6
8854;0;6
8855;0;6
8856;1;6
8857;2;8
8858;1;6
8859;1;6
8860;1;6
8861;0;5
8862;1;6
8863;0;6
8864;1;6
8865;0;7
8866;1;6
8867;1;6
8868;0;6
8869;0;5
8870;1;6
8871;1;6
8872;1;6
8873;0;6
8874;1;6
8875;1;7
8876;1;5
8877;1;5
8878;0;6
8879;1;6
8880;0;9
8881;1;5
8882;0;6
8883;3;6
8884;22;6
8885;0;6
8886;1;6
8887;1;6
8888;1;6
8889;1;6
8890;0;5
8891;1;6
8892;1;6
8893;0;7
8894;22;23
8895;1;6
8896;0;6
8897;1;6
8898;0;6
8899;0;5
8900;0;6
8901;1;8
8902;1;6
8903;1;8
8904;1;7
8905;1;8
8906;1;6
8907;1;6
8908;1;6
8909;0;6
8910;0;6
8911;1;6
8912;1;6
8913;0;6
8914;1;6
8915;1;6
8916;0;6
8917;1;6
8918;0;7
8919;1;6
8920;0;5
8921;1;6
8922;1;7
8923;1;6
8924;1;6
8925;0;9
8926;1;6
8927;1;6
8928;0;6
8929;1;7
8930;1;6
8931;0;6
8932;1;7
8933;1;7
8934;0;6
8935;1;6
8936;0;6
8937;1;6
8938;0;6
8939;1;6
8940;1;6
8941;0;6
8942;0;6
8943;1;6
8944;0;6
8945;1;6
8946;1;7
8947;1;7
8948;1;8
8949;0;6
8950;1;6
8951;0;6
8952;1;7
8953;0;7
8954;1;7
8955;1;6
8956;0;7
8957;0;7
8958;1;7
8959;0;6
8960;1;6
8961;1;7
8962;1;6
8963;0;6
8964;1;6
8965;0;6
8966;0;8
8967;1;6
8968;0;6
8969;0;7
8970;1;7
8971;0;6
8972;1;6
8973;0;6
8974;1;6
8975;0;6
8976;0;6
8977;1;6
8978;1;7
8979;1;6
8980;1;6
8981;0;6
8982;0;6
8983;0;6
8984;1;6
8985;1;6
8986;0;6
8987;0;6
8988;1;6
8989;0;6
8990;1;6
8991;1;8
8992;0;8
8993;1;6
8994;19;13
8995;3;2
8996;894;1
8997;16;1
8998;5;2
8999;3;1
9000;2;1
9001;3;2
9002;1;1
9003;2;1
9004;3;1
9005;17;1
9006;3;0
9007;3;2
9008;3;2
9009;880;1
9010;19;12
9011;3;2
9012;18;13
9013;3;2
9014;16;1
9015;17;12
9016;3;1
9017;881;1
9018;3;2
9019;2;2
9020;3;0
9021;17;2
9022;910;1
9023;3;1
9024;3;2
9025;18;13
9026;893;1
9027;3;2
9028;2;1
9029;17;0
9030;3;2
9031;20;1
9032;17;1
9033;17;13
9034;3;2
9035;2;0
9036;18;13
9037;3;2
9038;18;2
9039;2;1
9040;3;1
9041;2;1
9042;3;2
9043;3;1
9044;3;2
9045;3;2
9046;2;0
9047;3;1
9048;17;1
9049;3;2
9050;2;2
9051;2;0
9052;3;2
9053;3;3
9054;17;1
9055;4;1
9056;3;1
9057;1;1
9058;3;1
9059;3;2
9060;3;1
9061;3;0
9062;4;2
9063;2;1
9064;17;2
9065;3;2
9066;3;2
9067;3;2
9068;18;1
9069;18;1
9070;2;2
9071;2;2
9072;2;2
9073;3;1
9074;3;2
9075;22;13
9076;3;2
9077;17;1
9078;18;13
9079;3;3
9080;3;1
9081;18;1
9082;1;1
9083;18;1
9084;2;2
9085;17;1
9086;18;2
9087;2;2
9088;3;2
9089;3;2
9090;3;0
9091;3;1
9092;3;2
9093;3;1
9094;3;2
9095;3;2
9096;17;13
9097;4;2
9098;2;2
9099;18;13
9100;3;2
9101;3;2
9102;3;2
9103;3;1
9104;2;1
9105;18;1
9106;2;2
9107;2;1
9108;2;1
9109;18;13
9110;18;1
9111;2;1
9112;3;2
9113;3;1
9114;3;1
9115;21;1
9116;3;2
9117;18;12
9118;3;3
9119;3;2
9120;18;13
9121;3;2
9122;901;1
9123;3;2
9124;3;2
9125;2;1
9126;17;1
9127;3;1
9128;3;2
9129;3;3
9130;3;2
9131;16;2
9132;3;1
9133;3;2
9134;16;2
9135;17;1
9136;3;2
9137;2;1
9138;3;1
9139;17;3
9140;17;1
9141;20;1
9142;912;2
9143;17;1
9144;900;1
9145;881;994
9146;19;2
9147;912;1
9148;901;1
9149;852;1
9150;915;3
9151;3;2
9152;17;1
9153;17;2
9154;17;2
9155;907;1
9156;899;2
9157;36356;13
9158;899;1
9159;884;1
9160;29;13
9161;910;2
9162;884;1
9163;16;2
9164;34782;1
9165;19;3
9166;18;14
9167;912;1
9168;17;13
9169;19;2
9170;918;1
9171;876;3
9172;18;1
9173;882;2
9174;839;2
9175;17;1
9176;18;1
9177;879;2
9178;17;2
9179;18;1
9180;17;2
9181;33254;2
9182;17;2
9183;17;13
9184;69;1
9185;17;1
9186;18;2
9187;33453;2
9188;17;1
9189;894;1
9190;33508;3
9191;17;2
9192;17;1
9193;18;1
9194;97;1
9195;908;1
9196;22;2
9197;17;3
9198;18;1
9199;2;1
9200;874;2
9201;865;1
9202;19;2
9203;3;1
9204;903;779
9205;879;2
9206;17;13
9207;871;2
9208;871;798
9209;17;1
9210;16;2
9211;17;2
9212;17;3
9213;3;1
9214;896;3
9215;17;1
9216;19;1
9217;2;2
9218;18;1
9219;900;3
9220;888;1
9221;882;791
9222;848;2
9223;17;2
9224;874;2
9225;875;1
9226;869;2
9227;875;2
9228;857;3
9229;17;14
9230;17;1
9231;17;3
9232;18;2
9233;861;797
9234;18;2
9235;17;2
9236;911;2
9237;17;1
9238;17;2
9239;884;1
9240;876;2
9241;16;3
9242;17;2
9243;17;1
9244;17;1
9245;870;2
9246;17;2
9247;18;14
9248;880;1
9249;17;13
9250;17;1
9251;17;2
9252;898;1
9253;17;1
9254;18;3
9255;18;2
9256;16;2
9257;840;1
9258;869;2
9259;17;3
9260;17;1
9261;17;14
9262;869;2
9263;915;986
9264;881;2
9265;882;2
9266;17;1
9267;869;813
9268;18;2
9269;17;1
9270;17;1
9271;17;14
9272;883;2
9273;17;2
9274;18;1
9275;17;2
9276;17;2
9277;895;2
9278;17;2
9279;850;2
9280;17;13
9281;17;13
9282;34714;2
9283;18;1
9284;500481;2
9285;949;2
9286;18;2
9287;17;1
9288;42;14
9289;913;2
9290;936;2
9291;19;1
9292;17;2
9293;3;2
9294;3;2
9295;18;14
9296;16;3
9297;2;2
9298;858;3
9299;873;2
9300;3;2
9301;3;2
9302;3;2
9303;3;6
9304;2;2
9305;17;2
9306;3;1
9307;3;3
9308;848;2
9309;3;1
9310;3;3
9311;16;14
9312;16;1
9313;3;2
9314;3;2
9315;2;2
9316;3;3
9317;16;2
9318;3;2
9319;3;1
9320;2;3
9321;3;3
9322;3;3
9323;16;1
9324;18;14
9325;3;1
9326;3;2
9327;2;3
9328;2;2
9329;893;792
9330;3;2
9331;3;1
9332;17;2
9333;3;3
9334;3;1
9335;3;3
9336;3;3
9337;871;2
9338;3;3
9339;3;2
9340;3;1
9341;2;3
9342;872;6
9343;3;3
9344;2;3
9345;3;3
9346;3;1
9347;3;3
9348;3;3
9349;2;3
9350;2;3
9351;3;3
9352;16;3
9353;2;3
9354;16;1
9355;3;3
9356;17;15
9357;882;3
9358;2;3
9359;3;2
9360;3;3
9361;845;3
9362;846;799
9363;18;14
9364;17;2
9365;847;4
9366;16;14
9367;3;2
9368;2;3
9369;3;2
9370;1;2
9371;17;14
9372;16;20
9373;3;2
9374;3;1
9375;1;2
9376;4;3
9377;17;13
9378;17;1
9379;3;3
9380;3;3
9381;3;4
9382;857;1
9383;3;1
9384;16;2
9385;3;3
9386;3;3
9387;3;1
9388;3;3
9389;2;2
9390;3;3
9391;2;2
9392;18;14
9393;18;15
9394;3;1
9395;3;1
9396;3;2
9397;3;3
9398;3;2
9399;2;2
9400;18;3
9401;5;3
9402;1;2
9403;3;2
9404;3;3
9405;18;3
9406;2;2
9407;19;14
9408;903;2
9409;3;3
9410;17;14
9411;3;3
9412;883;3
9413;3;2
9414;2;7
9415;18;2
9416;2;2
9417;2;2
9418;2;2
9419;3;2
9420;18;14
9421;16;2
9422;17;2
9423;18;14
9424;3;2
9425;1;2
9426;3;2
9427;3;2
9428;3;3
9429;17;14
9430;17;3
9431;2;3
9432;3;3
9433;2;3
9434;18;14
9435;3;3
9436;17;4
9437;17;2
9438;3;2
9439;3;2
9440;888;3
9441;907;2
9442;16;4
9443;816;3
9444;18;2
9445;17;14
9446;17;15
9447;15;2
9448;18;3
9449;17;2
9450;817;2
9451;16;3
9452;17;2
9453;17;2
9454;877;9
9455;17;14
9456;876;3
9457;17;3
9458;18;2
9459;18;2
9460;32396;4
9461;876;805
9462;873;2
9463;17;3
9464;16;3
9465;18;3
9466;843;3
9467;32411;4
9468;17;3
9469;17;14
9470;33302;4
9471;17;3
9472;894;804
9473;17;3
9474;17;3
9475;17;3
9476;17;15
9477;897;3
9478;17;2
9479;17;3
9480;17;15
9481;878;3
9482;878;2
9483;848;4
9484;866;5
9485;884;4
9486;17;3
9487;912;2
9488;870;5
9489;16;3
9490;875;4
9491;17;4
9492;857;3
9493;18;14
9494;33461;4
9495;17;3
9496;18;2
9497;56;3
9498;874;3
9499;16;2
9500;45;2
9501;16;2
9502;891;2
9503;899;2
9504;900;2
9505;16;2
9506;35166;5
9507;76;2
9508;16;11
9509;17;10
9510;17;4
9511;17;3
9512;17;2
9513;17;2
9514;909;3
9515;18;4
9516;852;3
9517;886;2
9518;17;2
9519;3;3
9520;16;3
9521;850;5
9522;16;4
9523;17;3
9524;860;3
9525;874;4
9526;16;3
9527;17;2
9528;866;3
9529;16;4
9530;17;2
9531;16;4
9532;848;4
9533;864;797
9534;34798;5
9535;17;3
9536;17;2
9537;18;14
9538;18;3
9539;17;2
9540;882;3
9541;18;2
9542;17;4
9543;17;2
9544;877;2
9545;17;15
9546;861;3
9547;881;4
9548;849;3
9549;17;3
9550;17;2
9551;18;4
9552;18;3
9553;17;4
9554;33009;5
9555;16;2
9556;897;5
9557;3;3
9558;17;
9559;;
9560;;
9561;;
9562;;
9563;;
9564;;
9565;;
9566;;
9567;;
9568;;
9569;;
9570;;
9571;;
9572;;
9573;;
9574;;
9575;;
9576;;
9577;;
9578;;
9579;;
9580;;
9581;;
9582;;
9583;;
9584;;
9585;;
9586;;
9587;;
9588;;
9589;;
9590;;
9591;;
9592;;
9593;;
9594;;
9595;;
9596;;
9597;;
9598;;
9599;;
9600;;
9601;;
9602;;
9603;;
9604;;
9605;;
9606;;
9607;;
9608;;
9609;;
9610;;
9611;;
9612;;
9613;;
9614;;
9615;;
9616;;
9617;;
9618;;
9619;;
9620;;
9621;;
9622;;
9623;;
9624;;
9625;;
9626;;
9627;;
9628;;
9629;;
9630;;
9631;;
9632;;
9633;;
9634;;
9635;;
9636;;
9637;;
9638;;
9639;;
9640;;
9641;;
9642;;
9643;;
9644;;
9645;;
9646;;
9647;;
9648;;
9649;;
9650;;
9651;;
9652;;
9653;;
9654;;
9655;;
9656;;
9657;;
9658;;
9659;;
9660;;
9661;;
9662;;
9663;;
9664;;
9665;;
9666;;
9667;;
9668;;
9669;;
9670;;
9671;;
9672;;
9673;;
9674;;
9675;;
9676;;
9677;;
9678;;
9679;;
9680;;
9681;;
9682;;
9683;;
9684;;
9685;;
9686;;
9687;;
9688;;
9689;;
9690;;
9691;;
9692;;
9693;;
9694;;
9695;;
9696;;
9697;;
9698;;
9699;;
9700;;
9701;;
9702;;
9703;;
9704;;
9705;;
9706;;
9707;;
9708;;
9709;;
9710;;
9711;;
9712;;
9713;;
9714;;
9715;;
9716;;
9717;;
9718;;
9719;;
9720;;
9721;;
9722;;
9723;;
9724;;
9725;;
9726;;
9727;;
9728;;
9729;;
9730;;
9731;;
9732;;
9733;;
9734;;
9735;;
9736;;
9737;;
9738;;
9739;;
9740;;
9741;;
9742;;
9743;;
9744;;
9745;;
9746;;
9747;;
9748;;
9749;;
9750;;
9751;;
9752;;
9753;;
9754;;
9755;;
9756;;
9757;;
9758;;
9759;;
9760;;
9761;;
9762;;
9763;;
9764;;
9765;;
9766;;
9767;;
9768;;
9769;;
9770;;
9771;;
9772;;
9773;;
9774;;
9775;;
9776;;
9777;;
9778;;
9779;;
9780;;
9781;;
9782;;
9783;;
9784;;
9785;;
9786;;
9787;;
9788;;
9789;;
9790;;
9791;;
9792;;
9793;;
9794;;
9795;;
9796;;
9797;;
9798;;
9799;;
9800;;
9801;;
9802;;
9803;;
9804;;
9805;;
9806;;
9807;;
9808;;
9809;;
9810;;
9811;;
9812;;
9813;;
9814;;
9815;;
9816;;
9817;;
9818;;
9819;;
9820;;
9821;;
9822;;
9823;;
9824;;
9825;;
9826;;
9827;;
9828;;
9829;;
9830;;
9831;;
9832;;
9833;;
9834;;
9835;;
9836;;
9837;;
9838;;
9839;;
9840;;
9841;;
9842;;
9843;;
9844;;
9845;;
9846;;
9847;;
9848;;
9849;;
9850;;
9851;;
9852;;
9853;;
9854;;
9855;;
9856;;
9857;;
9858;;
9859;;
9860;;
9861;;
9862;;
9863;;
9864;;
9865;;
9866;;
9867;;
9868;;
9869;;
9870;;
9871;;
9872;;
9873;;
9874;;
9875;;
9876;;
9877;;
9878;;
9879;;
9880;;
9881;;
9882;;
9883;;
9884;;
9885;;
9886;;
9887;;
9888;;
9889;;
9890;;
9891;;
9892;;
9893;;
9894;;
9895;;
9896;;
9897;;
9898;;
9899;;
9900;;
9901;;
9902;;
9903;;
9904;;
9905;;
9906;;
9907;;
9908;;
9909;;
9910;;
9911;;
9912;;
9913;;
9914;;
9915;;
9916;;
9917;;
9918;;
9919;;
9920;;
9921;;
9922;;
9923;;
9924;;
9925;;
9926;;
9927;;
9928;;
9929;;
9930;;
9931;;
9932;;
9933;;
9934;;
9935;;
9936;;
9937;;
9938;;
9939;;
9940;;
9941;;
9942;;
9943;;
9944;;
9945;;
9946;;
9947;;
9948;;
9949;;
9950;;
9951;;
9952;;
9953;;
9954;;
9955;;
9956;;
9957;;
9958;;
9959;;
9960;;
9961;;
9962;;
9963;;
9964;;
9965;;
9966;;
9967;;
9968;;
9969;;
9970;;
9971;;
9972;;
9973;;
9974;;
9975;;
9976;;
9977;;
9978;;
9979;;
9980;;
9981;;
9982;;
9983;;
9984;;
9985;;
9986;;
9987;;
9988;;
9989;;
9990;;
9991;;
9992;;
9993;;
9994;;
9995;;
9996;;
9997;;
9998;;
9999;;
10000;;
10001;;
10002;;
10003;;
10004;;
10005;;
10006;;
10007;;
10008;;
10009;;
10010;;
10011;;
10012;;
10013;;
10014;;
10015;;
10016;;
10017;;
10018;;
10019;;
10020;;
10021;;
10022;;
10023;;
10024;;
10025;;
10026;;
10027;;
10028;;
10029;;
10030;;
10031;;
10032;;
10033;;
10034;;
10035;;
10036;;
10037;;
10038;;
10039;;
10040;;
10041;;
10042;;
10043;;
10044;;
10045;;
10046;;
10047;;
10048;;
10049;;
10050;;
10051;;
10052;;
10053;;
10054;;
10055;;
10056;;
10057;;
10058;;
10059;;
10060;;
10061;;
10062;;
10063;;
10064;;
10065;;
10066;;
10067;;
10068;;
10069;;
10070;;
10071;;
10072;;
10073;;
10074;;
10075;;
10076;;
10077;;
10078;;
10079;;
10080;;
10081;;
10082;;
10083;;
10084;;
10085;;
10086;;
10087;;
10088;;
10089;;
10090;;
10091;;
10092;;
10093;;
10094;;
10095;;
10096;;
10097;;
10098;;
10099;;
10100;;
10101;;
10102;;
10103;;
10104;;
10105;;
10106;;
10107;;
10108;;
10109;;
10110;;
10111;;
10112;;
10113;;
10114;;
10115;;
10116;;
10117;;
10118;;
10119;;
10120;;
10121;;
10122;;
10123;;
10124;;
10125;;
10126;;
10127;;
10128;;
10129;;
10130;;
10131;;
10132;;
10133;;
10134;;
10135;;
10136;;
10137;;
10138;;
10139;;
10140;;
10141;;
10142;;
10143;;
10144;;
10145;;
10146;;
10147;;
10148;;
10149;;
10150;;
10151;;
10152;;
10153;;
10154;;
10155;;
10156;;
10157;;
10158;;
10159;;
10160;;
10161;;
10162;;
10163;;
10164;;
10165;;
10166;;
10167;;
10168;;
10169;;
10170;;
10171;;
10172;;
10173;;
10174;;
10175;;
10176;;
10177;;
10178;;
10179;;
10180;;
10181;;
10182;;
10183;;
10184;;
10185;;
10186;;
10187;;
10188;;
10189;;
10190;;
10191;;
10192;;
10193;;
10194;;
10195;;
10196;;
10197;;
10198;;
10199;;
10200;;
10201;;
10202;;
10203;;
10204;;
10205;;
10206;;
10207;;
10208;;
10209;;
10210;;
10211;;
10212;;
10213;;
10214;;
10215;;
10216;;
10217;;
10218;;
10219;;
10220;;
10221;;
10222;;
10223;;
10224;;
10225;;
10226;;
10227;;
10228;;
10229;;
10230;;
10231;;
10232;;
10233;;
10234;;
10235;;
10236;;
10237;;
10238;;
10239;;
10240;;
10241;;
10242;;
10243;;
10244;;
10245;;
10246;;
10247;;
10248;;
10249;;
10250;;
10251;;
10252;;
10253;;
10254;;
10255;;
10256;;
10257;;
10258;;
10259;;
10260;;
10261;;
10262;;
10263;;
10264;;
10265;;
10266;;
10267;;
10268;;
10269;;
10270;;
10271;;
10272;;
10273;;
10274;;
10275;;
10276;;
10277;;
10278;;
10279;;
10280;;
10281;;
10282;;
10283;;
10284;;
10285;;
10286;;
10287;;
10288;;
10289;;
10290;;
10291;;
10292;;
10293;;
10294;;
10295;;
10296;;
10297;;
10298;;
10299;;
10300;;
10301;;
10302;;
10303;;
10304;;
10305;;
10306;;
10307;;
10308;;
10309;;
10310;;
10311;;
10312;;
10313;;
10314;;
10315;;
10316;;
10317;;
10318;;
10319;;
10320;;
10321;;
10322;;
10323;;
10324;;
10325;;
10326;;
