Graph1;Graph2;Cout;Temps(ms)
AP1_0001;EP1_0121;0.0;3.0
AP1_0001;EP1_0122;1.0;20.0
AP1_0001;EP1_0123;2.0;3.0
AP1_0001;EP1_0124;3.0;4.0
AP1_0001;EP1_0125;1.0;3.0
AP1_0001;EP1_0126;0.0;2.0
AP1_0001;EP1_0127;2.0;2.0
AP1_0001;EP1_0128;0.0;3.0
AP1_0001;EP1_0129;0.0;2.0
AP1_0001;EP1_0130;0.0;3.0
AP1_0001;EP1_0131;2.0;2.0
AP1_0001;EP1_0132;3.0;3.0
AP1_0001;EP1_0133;2.0;3.0
AP1_0001;EP1_0134;2.0;2.0
AP1_0001;EP1_0135;3.0;4.0
AP1_0001;EP1_0136;4.0;5.0
AP1_0001;EP1_0137;2.0;3.0
AP1_0001;EP1_0138;3.0;4.0
AP1_0001;EP1_0139;2.0;2.0
AP1_0001;EP1_0140;2.0;3.0
AP1_0001;EP1_0141;2.0;3.0
AP1_0001;EP1_0142;3.0;4.0
AP1_0001;EP1_0143;0.0;2.0
AP1_0001;EP1_0144;2.0;4.0
AP1_0001;EP1_0145;5.0;6.0
AP1_0001;EP1_0146;0.0;3.0
AP1_0001;EP1_0147;2.0;2.0
AP1_0001;EP1_0148;2.0;4.0
AP1_0001;EP1_0149;2.0;4.0
AP1_0001;FP1_0000;2.0;2.0
AP1_0001;FP1_0001;2.0;3.0
AP1_0001;FP1_0002;3.0;4.0
AP1_0001;FP1_0003;3.0;4.0
AP1_0001;FP1_0004;2.0;3.0
AP1_0001;FP1_0005;2.0;3.0
AP1_0001;FP1_0006;7.0;5.0
AP1_0001;FP1_0007;2.0;3.0
AP1_0001;FP1_0008;3.0;4.0
AP1_0001;FP1_0009;3.0;4.0
AP1_0001;FP1_0010;2.0;2.0
AP1_0001;FP1_0011;2.0;3.0
AP1_0001;FP1_0012;2.0;3.0
AP1_0001;FP1_0013;1.0;2.0
AP1_0001;FP1_0014;2.0;3.0
AP1_0001;FP1_0015;2.0;3.0
AP1_0001;FP1_0016;1.0;2.0
AP1_0001;FP1_0017;2.0;4.0
AP1_0001;FP1_0018;3.0;4.0
AP1_0001;FP1_0019;1.0;2.0
AP1_0001;FP1_0020;1.0;3.0
AP1_0001;FP1_0021;2.0;3.0
AP1_0001;FP1_0022;2.0;2.0
AP1_0001;FP1_0023;1.0;3.0
AP1_0001;FP1_0024;1.0;2.0
AP1_0001;FP1_0025;4.0;3.0
AP1_0001;FP1_0026;2.0;3.0
AP1_0001;FP1_0027;3.0;5.0
AP1_0001;FP1_0028;2.0;2.0
AP1_0001;FP1_0029;1.0;3.0
AP1_0001;FP1_0030;2.0;2.0
AP1_0001;FP1_0031;2.0;4.0
AP1_0001;FP1_0032;2.0;4.0
AP1_0001;FP1_0033;2.0;2.0
AP1_0001;FP1_0034;2.0;4.0
AP1_0001;FP1_0035;2.0;2.0
AP1_0001;FP1_0036;1.0;3.0
AP1_0001;FP1_0037;2.0;4.0
AP1_0001;FP1_0038;3.0;4.0
AP1_0001;FP1_0039;2.0;3.0
AP1_0001;FP1_0040;1.0;3.0
AP1_0001;FP1_0041;1.0;2.0
AP1_0001;FP1_0042;2.0;3.0
AP1_0001;FP1_0043;2.0;3.0
AP1_0001;FP1_0044;1.0;2.0
AP1_0001;FP1_0045;1.0;3.0
AP1_0001;FP1_0046;2.0;3.0
AP1_0001;FP1_0047;3.0;5.0
AP1_0001;FP1_0048;2.0;2.0
AP1_0001;FP1_0049;3.0;4.0
AP1_0001;FP1_0050;2.0;2.0
AP1_0001;FP1_0051;2.0;3.0
AP1_0001;FP1_0052;4.0;4.0
AP1_0001;FP1_0053;1.0;3.0
AP1_0001;FP1_0054;2.0;3.0
AP1_0001;FP1_0055;2.0;3.0
AP1_0001;FP1_0056;1.0;3.0
AP1_0001;FP1_0057;2.0;3.0
AP1_0001;FP1_0058;2.0;4.0
AP1_0001;FP1_0059;2.0;3.0
AP1_0001;FP1_0060;2.0;4.0
AP1_0001;FP1_0061;1.0;4.0
AP1_0001;FP1_0062;3.0;5.0
AP1_0001;FP1_0063;3.0;5.0
AP1_0001;FP1_0064;2.0;3.0
AP1_0001;FP1_0065;2.0;2.0
AP1_0001;FP1_0066;2.0;3.0
AP1_0001;FP1_0067;3.0;5.0
AP1_0001;FP1_0068;2.0;3.0
AP1_0001;FP1_0069;4.0;4.0
AP1_0001;FP1_0070;1.0;3.0
AP1_0001;FP1_0071;3.0;5.0
AP1_0001;FP1_0072;2.0;4.0
AP1_0001;FP1_0073;0.0;4.0
AP1_0001;FP1_0074;3.0;5.0
AP1_0001;FP1_0075;3.0;4.0
AP1_0001;FP1_0076;2.0;4.0
AP1_0001;FP1_0077;3.0;5.0
AP1_0001;FP1_0078;3.0;5.0
AP1_0001;FP1_0079;2.0;2.0
AP1_0001;FP1_0080;2.0;3.0
AP1_0001;FP1_0081;2.0;4.0
AP1_0001;FP1_0082;2.0;4.0
AP1_0001;FP1_0083;2.0;4.0
AP1_0001;FP1_0084;1.0;3.0
AP1_0001;FP1_0085;2.0;3.0
AP1_0001;FP1_0086;3.0;5.0
AP1_0001;FP1_0087;0.0;3.0
AP1_0001;FP1_0088;0.0;3.0
AP1_0001;FP1_0089;2.0;3.0
AP1_0001;FP1_0090;4.0;5.0
AP1_0001;FP1_0091;2.0;3.0
AP1_0001;FP1_0092;2.0;3.0
AP1_0001;FP1_0093;1.0;3.0
AP1_0001;FP1_0094;2.0;3.0
AP1_0001;FP1_0095;2.0;5.0
AP1_0001;FP1_0096;2.0;3.0
AP1_0001;FP1_0097;1.0;3.0
AP1_0001;FP1_0098;2.0;4.0
AP1_0001;FP1_0099;3.0;4.0
AP1_0001;FP1_0100;1.0;3.0
AP1_0001;FP1_0101;1.0;3.0
AP1_0001;FP1_0102;2.0;4.0
AP1_0001;FP1_0103;2.0;4.0
AP1_0001;FP1_0104;1.0;4.0
AP1_0001;FP1_0105;1.0;3.0
AP1_0001;FP1_0106;2.0;3.0
AP1_0001;FP1_0107;2.0;4.0
AP1_0001;FP1_0108;1.0;5.0
AP1_0001;FP1_0109;1.0;3.0
AP1_0001;FP1_0110;3.0;6.0
AP1_0001;FP1_0111;2.0;4.0
AP1_0001;FP1_0112;2.0;4.0
AP1_0001;FP1_0113;1.0;4.0
AP1_0001;FP1_0114;1.0;3.0
AP1_0001;FP1_0115;5.0;7.0
AP1_0001;FP1_0116;2.0;4.0
AP1_0001;FP1_0117;2.0;4.0
AP1_0001;FP1_0118;2.0;3.0
AP1_0001;FP1_0119;2.0;4.0
AP1_0001;FP1_0120;2.0;3.0
AP1_0001;FP1_0121;2.0;4.0
AP1_0001;FP1_0122;4.0;5.0
AP1_0001;FP1_0123;1.0;4.0
AP1_0001;FP1_0124;1.0;3.0
AP1_0001;FP1_0125;0.0;3.0
AP1_0001;FP1_0126;1.0;3.0
AP1_0001;FP1_0127;3.0;5.0
AP1_0001;FP1_0128;2.0;4.0
AP1_0001;FP1_0129;1.0;3.0
AP1_0001;FP1_0130;3.0;6.0
AP1_0001;FP1_0131;3.0;5.0
AP1_0001;FP1_0132;2.0;4.0
AP1_0001;FP1_0133;2.0;5.0
AP1_0001;FP1_0134;1.0;5.0
AP1_0001;FP1_0135;2.0;3.0
AP1_0001;FP1_0136;1.0;4.0
AP1_0001;FP1_0137;2.0;3.0
AP1_0001;FP1_0138;1.0;3.0
AP1_0001;FP1_0139;2.0;4.0
AP1_0001;FP1_0140;3.0;6.0
AP1_0001;FP1_0141;2.0;4.0
AP1_0001;FP1_0142;3.0;5.0
AP1_0001;FP1_0143;2.0;4.0
AP1_0001;FP1_0144;0.0;4.0
AP1_0001;FP1_0145;2.0;4.0
AP1_0001;FP1_0146;3.0;6.0
AP1_0001;FP1_0147;4.0;5.0
AP1_0001;FP1_0148;1.0;3.0
AP1_0001;FP1_0149;5.0;6.0
AP1_0001;HP1_0000;3.0;6.0
AP1_0001;HP1_0001;2.0;4.0
AP1_0001;HP1_0002;4.0;7.0
AP1_0001;HP1_0003;4.0;6.0
AP1_0001;HP1_0004;2.0;3.0
AP1_0001;HP1_0005;3.0;7.0
AP1_0001;HP1_0006;2.0;5.0
AP1_0001;HP1_0007;2.0;4.0
AP1_0001;HP1_0008;3.0;5.0
AP1_0001;HP1_0009;0.0;4.0
AP1_0001;HP1_0010;3.0;5.0
AP1_0001;HP1_0011;5.0;6.0
AP1_0001;HP1_0012;0.0;5.0
AP1_0001;HP1_0013;2.0;4.0
AP1_0001;HP1_0014;5.0;7.0
AP1_0001;HP1_0015;2.0;5.0
AP1_0001;HP1_0016;3.0;5.0
AP1_0001;HP1_0017;3.0;5.0
AP1_0001;HP1_0018;0.0;4.0
AP1_0001;HP1_0019;2.0;4.0
AP1_0001;HP1_0020;4.0;7.0
AP1_0001;HP1_0021;2.0;6.0
AP1_0001;HP1_0022;2.0;3.0
AP1_0001;HP1_0023;3.0;5.0
AP1_0001;HP1_0024;2.0;5.0
AP1_0001;HP1_0025;3.0;6.0
AP1_0001;HP1_0026;3.0;6.0
AP1_0001;HP1_0027;4.0;7.0
AP1_0001;HP1_0028;2.0;4.0
AP1_0001;HP1_0029;2.0;4.0
AP1_0001;HP1_0030;4.0;7.0
AP1_0001;HP1_0031;3.0;7.0
AP1_0001;HP1_0032;2.0;4.0
AP1_0001;HP1_0033;3.0;5.0
AP1_0001;HP1_0034;3.0;6.0
AP1_0001;HP1_0035;5.0;7.0
AP1_0001;HP1_0036;2.0;3.0
AP1_0001;HP1_0037;2.0;6.0
AP1_0001;HP1_0038;0.0;3.0
AP1_0001;HP1_0039;3.0;6.0
AP1_0001;HP1_0040;2.0;5.0
AP1_0001;HP1_0041;3.0;6.0
AP1_0001;HP1_0042;2.0;4.0
AP1_0001;HP1_0043;5.0;7.0
AP1_0001;HP1_0044;3.0;6.0
AP1_0001;HP1_0045;6.0;9.0
AP1_0001;HP1_0046;3.0;6.0
AP1_0001;HP1_0047;2.0;4.0
AP1_0001;HP1_0048;3.0;7.0
AP1_0001;HP1_0049;3.0;7.0
AP1_0001;HP1_0050;4.0;6.0
AP1_0001;HP1_0051;2.0;4.0
AP1_0001;HP1_0052;3.0;4.0
AP1_0001;HP1_0053;0.0;4.0
AP1_0001;HP1_0054;5.0;8.0
AP1_0001;HP1_0055;3.0;4.0
AP1_0001;HP1_0056;6.0;8.0
AP1_0001;HP1_0057;3.0;5.0
AP1_0001;HP1_0058;2.0;4.0
AP1_0001;HP1_0059;2.0;4.0
AP1_0001;HP1_0060;0.0;4.0
AP1_0001;HP1_0061;3.0;5.0
AP1_0001;HP1_0062;1.0;21.0
AP1_0001;HP1_0063;2.0;4.0
AP1_0001;HP1_0064;2.0;3.0
AP1_0001;HP1_0065;3.0;6.0
AP1_0001;HP1_0066;6.0;9.0
AP1_0001;HP1_0067;0.0;4.0
AP1_0001;HP1_0068;4.0;10.0
AP1_0001;HP1_0069;2.0;5.0
AP1_0001;HP1_0070;3.0;6.0
AP1_0001;HP1_0071;3.0;5.0
AP1_0001;HP1_0072;2.0;4.0
AP1_0001;HP1_0073;2.0;4.0
AP1_0001;HP1_0074;2.0;4.0
AP1_0001;HP1_0075;5.0;7.0
AP1_0001;HP1_0076;3.0;6.0
AP1_0001;HP1_0077;3.0;5.0
AP1_0001;HP1_0078;2.0;4.0
AP1_0001;HP1_0079;2.0;5.0
AP1_0001;HP1_0080;3.0;6.0
AP1_0001;HP1_0081;3.0;7.0
AP1_0001;HP1_0082;4.0;10.0
AP1_0001;HP1_0083;2.0;4.0
AP1_0001;HP1_0084;4.0;6.0
AP1_0001;HP1_0085;5.0;8.0
AP1_0001;HP1_0086;3.0;5.0
AP1_0001;HP1_0087;3.0;6.0
AP1_0001;HP1_0088;2.0;4.0
AP1_0001;HP1_0089;4.0;8.0
AP1_0001;HP1_0090;0.0;5.0
AP1_0001;HP1_0091;3.0;7.0
AP1_0001;HP1_0092;3.0;6.0
AP1_0001;HP1_0093;2.0;9.0
AP1_0001;HP1_0094;5.0;9.0
AP1_0001;HP1_0095;3.0;5.0
AP1_0001;HP1_0096;2.0;3.0
AP1_0001;HP1_0097;3.0;5.0
AP1_0001;HP1_0098;2.0;4.0
AP1_0001;HP1_0099;2.0;4.0
AP1_0001;HP1_0100;3.0;6.0
AP1_0001;HP1_0101;2.0;4.0
AP1_0001;HP1_0102;3.0;7.0
AP1_0001;HP1_0103;3.0;7.0
AP1_0001;HP1_0104;2.0;4.0
AP1_0001;HP1_0105;2.0;6.0
AP1_0001;HP1_0106;3.0;7.0
AP1_0001;HP1_0107;7.0;9.0
AP1_0001;HP1_0108;2.0;7.0
AP1_0001;HP1_0109;2.0;4.0
AP1_0001;HP1_0110;0.0;5.0
AP1_0001;HP1_0111;5.0;8.0
AP1_0001;HP1_0112;4.0;7.0
AP1_0001;HP1_0113;5.0;8.0
AP1_0001;HP1_0114;6.0;11.0
AP1_0001;HP1_0115;0.0;4.0
AP1_0001;HP1_0116;3.0;8.0
AP1_0001;HP1_0117;3.0;8.0
AP1_0001;HP1_0118;2.0;4.0
AP1_0001;HP1_0119;4.0;12.0
AP1_0001;HP1_0120;3.0;7.0
AP1_0001;HP1_0121;2.0;4.0
AP1_0001;HP1_0122;3.0;7.0
AP1_0001;HP1_0123;6.0;11.0
AP1_0001;HP1_0124;3.0;7.0
AP1_0001;HP1_0125;2.0;6.0
AP1_0001;HP1_0126;2.0;6.0
AP1_0001;HP1_0127;4.0;10.0
AP1_0001;HP1_0128;2.0;5.0
AP1_0001;HP1_0129;2.0;4.0
AP1_0001;HP1_0130;3.0;7.0
AP1_0001;HP1_0131;3.0;6.0
AP1_0001;HP1_0132;7.0;9.0
AP1_0001;HP1_0133;3.0;7.0
AP1_0001;HP1_0134;3.0;6.0
AP1_0001;HP1_0135;3.0;7.0
AP1_0001;HP1_0136;3.0;7.0
AP1_0001;HP1_0137;5.0;8.0
AP1_0001;HP1_0138;2.0;5.0
AP1_0001;HP1_0139;1.0;5.0
AP1_0001;HP1_0140;2.0;6.0
AP1_0001;HP1_0141;3.0;8.0
AP1_0001;HP1_0142;0.0;5.0
AP1_0001;HP1_0143;3.0;7.0
AP1_0001;HP1_0144;2.0;10.0
AP1_0001;HP1_0145;2.0;5.0
AP1_0001;HP1_0146;2.0;4.0
AP1_0001;HP1_0147;2.0;5.0
AP1_0001;HP1_0148;3.0;7.0
AP1_0001;HP1_0149;2.0;6.0
AP1_0001;IP1_0000;2.0;4.0
AP1_0001;IP1_0001;1.0;1.0
AP1_0001;IP1_0002;1.0;1.0
AP1_0001;IP1_0003;2.0;4.0
AP1_0001;IP1_0004;2.0;5.0
AP1_0001;IP1_0005;2.0;5.0
AP1_0001;IP1_0006;2.0;4.0
AP1_0001;IP1_0007;2.0;4.0
AP1_0001;IP1_0008;2.0;4.0
AP1_0001;IP1_0009;2.0;4.0
AP1_0001;IP1_0010;1.0;0.0
AP1_0001;IP1_0011;2.0;4.0
AP1_0001;IP1_0012;2.0;4.0
AP1_0001;IP1_0013;2.0;5.0
AP1_0001;IP1_0014;2.0;4.0
AP1_0001;IP1_0015;2.0;4.0
AP1_0001;IP1_0016;2.0;5.0
AP1_0001;IP1_0017;2.0;4.0
AP1_0001;IP1_0018;2.0;5.0
AP1_0001;IP1_0019;2.0;5.0
AP1_0001;IP1_0020;2.0;4.0
AP1_0001;IP1_0021;2.0;4.0
AP1_0001;IP1_0022;2.0;4.0
AP1_0001;IP1_0023;2.0;4.0
AP1_0001;IP1_0024;2.0;4.0
AP1_0001;IP1_0025;2.0;6.0
AP1_0001;IP1_0026;2.0;4.0
AP1_0001;IP1_0027;2.0;4.0
AP1_0001;IP1_0028;2.0;5.0
AP1_0001;IP1_0029;2.0;3.0
AP1_0001;IP1_0030;2.0;4.0
AP1_0001;IP1_0031;2.0;5.0
AP1_0001;IP1_0032;2.0;4.0
AP1_0001;IP1_0033;2.0;4.0
AP1_0001;IP1_0034;2.0;4.0
AP1_0001;IP1_0035;2.0;4.0
AP1_0001;IP1_0036;2.0;4.0
AP1_0001;IP1_0037;2.0;5.0
AP1_0001;IP1_0038;2.0;4.0
AP1_0001;IP1_0039;2.0;4.0
AP1_0001;IP1_0040;2.0;5.0
AP1_0001;IP1_0041;2.0;4.0
AP1_0001;IP1_0042;2.0;4.0
AP1_0001;IP1_0043;2.0;6.0
AP1_0001;IP1_0044;2.0;4.0
AP1_0001;IP1_0045;2.0;4.0
AP1_0001;IP1_0046;2.0;4.0
AP1_0001;IP1_0047;2.0;5.0
AP1_0001;IP1_0048;2.0;4.0
AP1_0001;IP1_0049;1.0;1.0
AP1_0001;IP1_0050;2.0;5.0
AP1_0001;IP1_0051;2.0;4.0
AP1_0001;IP1_0052;2.0;6.0
AP1_0001;IP1_0053;2.0;4.0
AP1_0001;IP1_0054;2.0;4.0
AP1_0001;IP1_0055;2.0;4.0
AP1_0001;IP1_0056;2.0;5.0
AP1_0001;IP1_0057;2.0;4.0
AP1_0001;IP1_0058;2.0;4.0
AP1_0001;IP1_0059;2.0;5.0
AP1_0001;IP1_0060;2.0;4.0
AP1_0001;IP1_0061;2.0;5.0
AP1_0001;IP1_0062;2.0;4.0
AP1_0001;IP1_0063;2.0;5.0
AP1_0001;IP1_0064;2.0;4.0
AP1_0001;IP1_0065;2.0;5.0
AP1_0001;IP1_0066;2.0;4.0
AP1_0001;IP1_0067;2.0;5.0
AP1_0001;IP1_0068;2.0;4.0
AP1_0001;IP1_0069;2.0;5.0
AP1_0001;IP1_0070;2.0;5.0
AP1_0001;IP1_0071;2.0;4.0
AP1_0001;IP1_0072;2.0;5.0
AP1_0001;IP1_0073;2.0;6.0
AP1_0001;IP1_0074;2.0;4.0
AP1_0001;IP1_0075;2.0;4.0
AP1_0001;IP1_0076;2.0;4.0
AP1_0001;IP1_0077;2.0;4.0
AP1_0001;IP1_0078;2.0;5.0
AP1_0001;IP1_0079;2.0;4.0
AP1_0001;IP1_0080;2.0;5.0
AP1_0001;IP1_0081;2.0;4.0
AP1_0001;IP1_0082;2.0;4.0
AP1_0001;IP1_0083;2.0;5.0
AP1_0001;IP1_0084;2.0;5.0
AP1_0001;IP1_0085;2.0;4.0
AP1_0001;IP1_0086;2.0;5.0
AP1_0001;IP1_0087;2.0;4.0
AP1_0001;IP1_0088;2.0;5.0
AP1_0001;IP1_0089;2.0;4.0
AP1_0001;IP1_0090;2.0;5.0
AP1_0001;IP1_0091;2.0;5.0
AP1_0001;IP1_0092;2.0;5.0
AP1_0001;IP1_0093;2.0;4.0
AP1_0001;IP1_0094;1.0;2.0
AP1_0001;IP1_0095;2.0;5.0
AP1_0001;IP1_0096;2.0;4.0
AP1_0001;IP1_0097;2.0;4.0
AP1_0001;IP1_0098;2.0;4.0
AP1_0001;IP1_0099;2.0;4.0
AP1_0001;IP1_0100;1.0;1.0
AP1_0001;IP1_0101;2.0;6.0
AP1_0001;IP1_0102;2.0;4.0
AP1_0001;IP1_0103;2.0;7.0
AP1_0001;IP1_0104;2.0;4.0
AP1_0001;IP1_0105;2.0;5.0
AP1_0001;IP1_0106;1.0;2.0
AP1_0001;IP1_0107;2.0;5.0
AP1_0001;IP1_0108;1.0;1.0
AP1_0001;IP1_0109;2.0;4.0
AP1_0001;IP1_0110;2.0;5.0
AP1_0001;IP1_0111;2.0;5.0
AP1_0001;IP1_0112;2.0;5.0
AP1_0001;IP1_0113;2.0;5.0
AP1_0001;IP1_0114;2.0;4.0
AP1_0001;IP1_0115;2.0;5.0
AP1_0001;IP1_0116;2.0;5.0
AP1_0001;IP1_0117;2.0;5.0
AP1_0001;IP1_0118;2.0;5.0
AP1_0001;IP1_0119;2.0;4.0
AP1_0001;IP1_0120;2.0;5.0
AP1_0001;IP1_0121;2.0;4.0
AP1_0001;IP1_0122;2.0;5.0
AP1_0001;IP1_0123;2.0;5.0
AP1_0001;IP1_0124;2.0;5.0
AP1_0001;IP1_0125;2.0;5.0
AP1_0001;IP1_0126;2.0;4.0
AP1_0001;IP1_0127;2.0;4.0
AP1_0001;IP1_0128;2.0;5.0
AP1_0001;IP1_0129;2.0;6.0
AP1_0001;IP1_0130;2.0;5.0
AP1_0001;IP1_0131;2.0;5.0
AP1_0001;IP1_0132;2.0;4.0
AP1_0001;IP1_0133;2.0;5.0
AP1_0001;IP1_0134;2.0;4.0
AP1_0001;IP1_0135;2.0;5.0
AP1_0001;IP1_0136;2.0;4.0
AP1_0001;IP1_0137;2.0;4.0
AP1_0001;IP1_0138;2.0;5.0
AP1_0001;IP1_0139;2.0;5.0
AP1_0001;IP1_0140;2.0;5.0
AP1_0001;IP1_0141;2.0;6.0
AP1_0001;IP1_0142;2.0;5.0
AP1_0001;IP1_0143;2.0;6.0
AP1_0001;IP1_0144;2.0;5.0
AP1_0001;IP1_0145;2.0;4.0
AP1_0001;IP1_0146;2.0;4.0
AP1_0001;IP1_0147;2.0;5.0
AP1_0001;IP1_0148;2.0;6.0
AP1_0001;IP1_0149;2.0;5.0
AP1_0001;KP1_0000;3.0;8.0
AP1_0001;KP1_0001;3.0;10.0
AP1_0001;KP1_0002;3.0;10.0
AP1_0001;KP1_0003;3.0;9.0
AP1_0001;KP1_0004;3.0;9.0
AP1_0001;KP1_0005;5.0;10.0
AP1_0001;KP1_0006;3.0;10.0
AP1_0001;KP1_0007;2.0;7.0
AP1_0001;KP1_0008;3.0;8.0
AP1_0001;KP1_0009;2.0;6.0
AP1_0001;KP1_0010;2.0;8.0
AP1_0001;KP1_0011;2.0;7.0
AP1_0001;KP1_0012;2.0;6.0
AP1_0001;KP1_0013;0.0;6.0
AP1_0001;KP1_0014;2.0;5.0
AP1_0001;KP1_0015;3.0;7.0
AP1_0001;KP1_0016;2.0;8.0
AP1_0001;KP1_0017;2.0;6.0
AP1_0001;KP1_0018;2.0;7.0
AP1_0001;KP1_0019;3.0;7.0
AP1_0001;KP1_0020;3.0;6.0
AP1_0001;KP1_0021;3.0;10.0
AP1_0001;KP1_0022;2.0;6.0
AP1_0001;KP1_0023;3.0;8.0
AP1_0001;KP1_0024;3.0;9.0
AP1_0001;KP1_0025;3.0;10.0
AP1_0001;KP1_0026;2.0;5.0
AP1_0001;KP1_0027;3.0;10.0
AP1_0001;KP1_0028;2.0;5.0
AP1_0001;KP1_0029;2.0;8.0
AP1_0001;KP1_0030;2.0;6.0
AP1_0001;KP1_0031;3.0;12.0
AP1_0001;KP1_0032;3.0;9.0
AP1_0001;KP1_0033;2.0;6.0
AP1_0001;KP1_0034;3.0;10.0
AP1_0001;KP1_0035;2.0;8.0
AP1_0001;KP1_0036;3.0;13.0
AP1_0001;KP1_0037;3.0;11.0
AP1_0001;KP1_0038;1.0;5.0
AP1_0001;KP1_0039;1.0;6.0
AP1_0001;KP1_0040;2.0;6.0
AP1_0001;KP1_0041;1.0;6.0
AP1_0001;KP1_0042;4.0;10.0
AP1_0001;KP1_0043;0.0;6.0
AP1_0001;KP1_0044;3.0;14.0
AP1_0001;KP1_0045;2.0;8.0
AP1_0001;KP1_0046;3.0;9.0
AP1_0001;KP1_0047;3.0;9.0
AP1_0001;KP1_0048;2.0;7.0
AP1_0001;KP1_0049;2.0;6.0
AP1_0001;KP1_0050;3.0;7.0
AP1_0001;KP1_0051;3.0;9.0
AP1_0001;KP1_0052;3.0;10.0
AP1_0001;KP1_0053;2.0;9.0
AP1_0001;KP1_0054;2.0;7.0
AP1_0001;KP1_0055;2.0;6.0
AP1_0001;KP1_0056;2.0;6.0
AP1_0001;KP1_0057;5.0;12.0
AP1_0001;KP1_0058;1.0;5.0
AP1_0001;KP1_0059;4.0;7.0
AP1_0001;KP1_0060;3.0;12.0
AP1_0001;KP1_0061;2.0;8.0
AP1_0001;KP1_0062;5.0;12.0
AP1_0001;KP1_0063;2.0;8.0
AP1_0001;KP1_0064;1.0;6.0
AP1_0001;KP1_0065;2.0;5.0
AP1_0001;KP1_0066;1.0;6.0
AP1_0001;KP1_0067;2.0;8.0
AP1_0001;KP1_0068;1.0;6.0
AP1_0001;KP1_0069;2.0;7.0
AP1_0001;KP1_0070;1.0;6.0
AP1_0001;KP1_0071;1.0;5.0
AP1_0001;KP1_0072;1.0;6.0
AP1_0001;KP1_0073;1.0;6.0
AP1_0001;KP1_0074;2.0;6.0
AP1_0001;KP1_0075;2.0;5.0
AP1_0001;KP1_0076;1.0;5.0
AP1_0001;KP1_0077;2.0;6.0
AP1_0001;KP1_0078;2.0;8.0
AP1_0001;KP1_0079;2.0;6.0
AP1_0001;KP1_0080;3.0;12.0
AP1_0001;KP1_0081;2.0;6.0
AP1_0001;KP1_0082;2.0;8.0
AP1_0001;KP1_0083;3.0;11.0
AP1_0001;KP1_0084;3.0;7.0
AP1_0001;KP1_0085;2.0;7.0
AP1_0001;KP1_0086;2.0;7.0
AP1_0001;KP1_0087;3.0;9.0
AP1_0001;KP1_0088;2.0;8.0
AP1_0001;KP1_0089;0.0;7.0
AP1_0001;KP1_0090;1.0;6.0
AP1_0001;KP1_0091;3.0;10.0
AP1_0001;KP1_0092;5.0;12.0
AP1_0001;KP1_0093;2.0;6.0
AP1_0001;KP1_0094;3.0;11.0
AP1_0001;KP1_0095;3.0;8.0
AP1_0001;KP1_0096;2.0;6.0
AP1_0001;KP1_0097;2.0;13.0
AP1_0001;KP1_0098;3.0;8.0
AP1_0001;KP1_0099;2.0;9.0
AP1_0001;KP1_0100;3.0;10.0
AP1_0001;KP1_0101;3.0;11.0
AP1_0001;KP1_0102;2.0;8.0
AP1_0001;KP1_0103;2.0;6.0
AP1_0001;KP1_0104;3.0;10.0
AP1_0001;KP1_0105;3.0;12.0
AP1_0001;KP1_0106;2.0;6.0
AP1_0001;KP1_0107;3.0;10.0
AP1_0001;KP1_0108;2.0;6.0
AP1_0001;KP1_0109;3.0;10.0
AP1_0001;KP1_0110;2.0;6.0
AP1_0001;KP1_0111;2.0;5.0
AP1_0001;KP1_0112;2.0;8.0
AP1_0001;KP1_0113;2.0;9.0
AP1_0001;KP1_0114;1.0;7.0
AP1_0001;KP1_0115;2.0;8.0
AP1_0001;KP1_0116;1.0;6.0
AP1_0001;KP1_0117;1.0;7.0
AP1_0001;KP1_0118;3.0;10.0
AP1_0001;KP1_0119;3.0;9.0
AP1_0001;KP1_0120;1.0;6.0
AP1_0001;KP1_0121;2.0;8.0
AP1_0001;KP1_0122;2.0;6.0
AP1_0001;KP1_0123;3.0;8.0
AP1_0001;KP1_0124;2.0;6.0
AP1_0001;KP1_0125;2.0;8.0
AP1_0001;KP1_0126;1.0;7.0
AP1_0001;KP1_0127;2.0;7.0
AP1_0001;KP1_0128;2.0;9.0
AP1_0001;KP1_0129;2.0;6.0
AP1_0001;KP1_0130;1.0;6.0
AP1_0001;KP1_0131;3.0;8.0
AP1_0001;KP1_0132;3.0;10.0
AP1_0001;KP1_0133;2.0;6.0
AP1_0001;KP1_0134;2.0;9.0
AP1_0001;KP1_0135;2.0;7.0
AP1_0001;KP1_0136;2.0;9.0
AP1_0001;KP1_0137;3.0;10.0
AP1_0001;KP1_0138;3.0;11.0
AP1_0001;KP1_0139;3.0;11.0
AP1_0001;KP1_0140;2.0;7.0
AP1_0001;KP1_0141;3.0;9.0
AP1_0001;KP1_0142;3.0;9.0
AP1_0001;KP1_0143;2.0;8.0
AP1_0001;KP1_0144;2.0;6.0
AP1_0001;KP1_0145;4.0;11.0
AP1_0001;KP1_0146;3.0;12.0
AP1_0001;KP1_0147;3.0;8.0
AP1_0001;KP1_0148;3.0;11.0
AP1_0001;KP1_0149;1.0;6.0
AP1_0001;LP1_0000;2.0;7.0
AP1_0001;LP1_0001;2.0;6.0
AP1_0001;LP1_0002;2.0;7.0
AP1_0001;LP1_0003;2.0;7.0
AP1_0001;LP1_0004;2.0;7.0
AP1_0001;LP1_0005;2.0;8.0
